order_id,price,id,quantity
231601028243,79.95,QF5146_20N,1
231601028246,49.95,NB2053_4HD,1
231102043843,29.95,D3429_2NT,1
231102043843,29.95,BD3429_3SY,1
239401121301,29.95,QD3670_CHM,1
239401121301,29.95,D3447_2BU,1
239401121301,29.95,QD3672_001,1
239401121301,109.95,NB1360_RCR,1
239401121301,49.95,U2662_WDK,1
